"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"Medicine Bow","Medicine Bow","WY","Wyoming","56007","Carbon","41.8996","-106.2019","270","270","30","polygon","True","America/Denver","82329","1840022370"
"Afton","Afton","WY","Wyoming","56023","Lincoln","42.7295","-110.9317","1995","1995","183","polygon","True","America/Denver","83110","1840021291"
"Daniel","Daniel","WY","Wyoming","56035","Sublette","42.8658","-110.0767","","","28.6","polygon","False","America/Denver","83115","1840018659"
"Dixon","Dixon","WY","Wyoming","56007","Carbon","41.0345","-107.5355","95","95","279","polygon","True","America/Denver","82323","1840021310"
"Fort Laramie","Fort Laramie","WY","Wyoming","56015","Goshen","42.2134","-104.5178","222","222","321","polygon","True","America/Denver","82212","1840021303"
"Ethete","Ethete","WY","Wyoming","56013","Fremont","43.0008","-108.7230","","","23.2","polygon","False","America/Denver","82510 82520","1840017435"
"Powell","Powell","WY","Wyoming","56029","Park","44.7962","-108.7682","6483.0","6407","583","polygon","True","America/Denver","82435","1840019976"
"Arrowhead Springs","Arrowhead Springs","WY","Wyoming","56037","Sweetwater","41.5081","-109.1551","","","20.8","polygon","False","America/Denver","82901","1840038423"
"Homa Hills","Homa Hills","WY","Wyoming","56025","Natrona","42.9857","-106.3719","","","38.3","polygon","False","America/Denver","82601","1840038431"
"Encampment","Encampment","WY","Wyoming","56007","Carbon","41.2088","-106.7948","442","442","106","polygon","True","America/Denver","82325","1840021313"
"Pine Haven","Pine Haven","WY","Wyoming","56011","Crook","44.3534","-104.8104","526","526","155","polygon","True","America/Denver","82721","1840022347"
"South Superior","South Superior","WY","Wyoming","56037","Sweetwater","41.7619","-108.9668","","","185.2","point","True","America/Denver","82945","1840038347"
"Shell","Shell","WY","Wyoming","56003","Big Horn","44.5346","-107.7843","","","44.0","polygon","False","America/Denver","82441","1840026119"
"Arlington","Arlington","WY","Wyoming","56007","Carbon","41.6052","-106.1999","","","1.6","polygon","False","America/Denver","82083","1840026207"
"Lyman","Lyman","WY","Wyoming","56041","Uinta","41.3275","-110.2975","2072","2072","514","polygon","True","America/Denver","82937","1840021340"
"Kirby","Kirby","WY","Wyoming","56017","Hot Springs","43.8031","-108.1811","91","91","235","polygon","True","America/Denver","82443 82430","1840021268"
"Foxpark","Foxpark","WY","Wyoming","56001","Albany","41.0794","-106.1525","","","31.4","point","False","America/Denver","82070","1840038401"
"Fontenelle","Fontenelle","WY","Wyoming","56023","Lincoln","41.9973","-110.0626","","","8.4","polygon","False","America/Denver","83101","1840017454"
"Upton","Upton","WY","Wyoming","56045","Weston","44.1025","-104.6376","1106","1106","144","polygon","True","America/Denver","82730","1840022351"
"Meeteetse","Meeteetse","WY","Wyoming","56029","Park","44.1545","-108.8608","327","327","144","polygon","True","America/Denver","82433","1840022341"
"Parkman","Parkman","WY","Wyoming","56033","Sheridan","44.9488","-107.3077","","","18.4","polygon","False","America/Denver","82838","1840018596"
"Beulah","Beulah","WY","Wyoming","56011","Crook","44.5460","-104.0826","","","83.3","polygon","False","America/Denver","82712","1840023930"
"Granger","Granger","WY","Wyoming","56037","Sweetwater","41.5970","-109.9627","137","137","20","polygon","True","America/Denver","82934","1840021317"
"Burns","Burns","WY","Wyoming","56021","Laramie","41.1909","-104.3590","305","305","38","polygon","True","America/Denver","82053","1840021338"
"Natwick","Natwick","WY","Wyoming","56031","Platte","41.9608","-105.0566","","","7.3","point","False","America/Denver","82201","1840038377"
"Bessemer Bend","Bessemer Bend","WY","Wyoming","56025","Natrona","42.7576","-106.5237","","","49.4","polygon","False","America/Denver","82604","1840038424"
"South Park","South Park","WY","Wyoming","56039","Teton","43.4235","-110.7993","","","152.3","polygon","False","America/Denver","83001","1840038436"
"Yoder","Yoder","WY","Wyoming","56015","Goshen","41.9170","-104.2955","159","159","288","polygon","True","America/Denver","82244","1840022366"
"Bedford","Bedford","WY","Wyoming","56023","Lincoln","42.8983","-110.9432","","","18.9","polygon","False","America/Denver","83127 83112","1840017451"
"South Greeley","South Greeley","WY","Wyoming","56021","Laramie","41.0933","-104.8067","","","2014.8","polygon","False","America/Denver","82007","1840038443"
"Linch","Linch","WY","Wyoming","56019","Johnson","43.6064","-106.1961","","","6.9","point","False","America/Denver","82640","1840038333"
"Boysen","Boysen","WY","Wyoming","56013","Fremont","43.4416","-108.1732","","","1.3","point","False","America/Denver","82649","1840038360"
"Saratoga","Saratoga","WY","Wyoming","56007","Carbon","41.4517","-106.8107","1686","1686","191","polygon","True","America/Denver","82331","1840022371"
"Opal","Opal","WY","Wyoming","56023","Lincoln","41.7680","-110.3240","105","105","102","polygon","True","America/Denver","83124","1840022362"
"McKinnon","McKinnon","WY","Wyoming","56037","Sweetwater","41.0314","-109.9384","","","5.5","polygon","False","America/Denver","82938","1840017464"
"Hiland","Hiland","WY","Wyoming","56025","Natrona","43.1152","-107.3490","","","1.3","point","False","America/Denver","82638","1840038412"
"Big Horn","Big Horn","WY","Wyoming","56033","Sheridan","44.6791","-106.9971","","","195.0","polygon","False","America/Denver","82801","1840017428"
"Alta","Alta","WY","Wyoming","56039","Teton","43.7737","-111.0312","","","52.3","polygon","False","America/Denver","83414","1840017429"
"Carlile","Carlile","WY","Wyoming","56011","Crook","44.4869","-104.8014","","","1.1","point","False","America/Denver","82721","1840038365"
"Lysite","Lysite","WY","Wyoming","56013","Fremont","43.2680","-107.6904","","","32.4","point","False","America/Denver","82642","1840038414"
"Green River","Green River","WY","Wyoming","56037","Sweetwater","41.5124","-109.4708","12458.0","12305","346","polygon","True","America/Denver","82935","1840020100"
"Torrington","Torrington","WY","Wyoming","56015","Goshen","42.0658","-104.1621","7389.0","6715","561","polygon","True","America/Denver","82240","1840021302"
"Cowley","Cowley","WY","Wyoming","56003","Big Horn","44.8835","-108.4694","745","745","339","polygon","True","America/Denver","82420","1840021239"
"Burntfork","Burntfork","WY","Wyoming","56037","Sweetwater","41.0291","-110.0043","","","4.5","point","False","America/Denver","82938","1840038323"
"Bosler","Bosler","WY","Wyoming","56001","Albany","41.5761","-105.6953","","","3.1","point","False","America/Denver","82051","1840038321"
"Wolf","Wolf","WY","Wyoming","56033","Sheridan","44.7716","-107.2390","","","19.9","point","False","America/Denver","82834","1840024503"
"Sinclair","Sinclair","WY","Wyoming","56007","Carbon","41.7761","-107.1199","415","415","65","polygon","True","America/Denver","82334","1840022372"
"Lance Creek","Lance Creek","WY","Wyoming","56027","Niobrara","43.0410","-104.6626","","","11.7","polygon","False","America/Denver","82225 82224 82222","1840017443"
"Meadow Acres","Meadow Acres","WY","Wyoming","56025","Natrona","42.8593","-106.0954","","","28.5","polygon","False","America/Denver","82636","1840038433"
"Dubois","Dubois","WY","Wyoming","56013","Fremont","43.5389","-109.6443","985","985","109","polygon","True","America/Denver","82513","1840021269"
"Lingle","Lingle","WY","Wyoming","56015","Goshen","42.1388","-104.3461","459","459","569","polygon","True","America/Denver","82223","1840021305"
"North Rock Springs","North Rock Springs","WY","Wyoming","56037","Sweetwater","41.6697","-109.2714","","","486.6","polygon","False","America/Denver","82901","1840018691"
"Little America","Little America","WY","Wyoming","56037","Sweetwater","41.5470","-109.8642","","","28.3","polygon","False","America/Denver","82929","1840018690"
"Osmond","Osmond","WY","Wyoming","56023","Lincoln","42.6779","-110.9406","","","220.6","polygon","False","America/Denver","83110","1840024048"
"Sundance","Sundance","WY","Wyoming","56011","Crook","44.4048","-104.3624","1279","1279","161","polygon","True","America/Denver","82729","1840022348"
"Clearview Acres","Clearview Acres","WY","Wyoming","56037","Sweetwater","41.5842","-109.2800","","","858.5","polygon","False","America/Denver","82901","1840038428"
"Whiting","Whiting","WY","Wyoming","56031","Platte","42.0089","-104.9711","","","41.5","polygon","False","America/Denver","82201","1840038392"
"Sunrise","Sunrise","WY","Wyoming","56031","Platte","42.3302","-104.7055","","","1.2","point","False","America/Denver","82215","1840038349"
"Antelope Hills","Antelope Hills","WY","Wyoming","56025","Natrona","43.0813","-106.3117","","","10.4","polygon","False","America/Denver","82601","1840038422"
"Jackson","Jackson","WY","Wyoming","56039","Teton","43.4723","-110.7740","12540.0","10529","1396","polygon","True","America/Denver","83001 83002","1840021258"
"Aladdin","Aladdin","WY","Wyoming","56011","Crook","44.6400","-104.1836","","","7.2","point","False","America/Denver","82710","1840038356"
"Urie","Urie","WY","Wyoming","56041","Uinta","41.3089","-110.3352","","","43.7","polygon","False","America/Denver","82937","1840024145"
"Mills","Mills","WY","Wyoming","56025","Natrona","42.8460","-106.3808","3813","3813","707","polygon","True","America/Denver","82604 82644","1840022359"
"Arvada","Arvada","WY","Wyoming","56033","Sheridan","44.6622","-106.1419","","","51.1","polygon","False","America/Denver","82831","1840017427"
"Laramie","Laramie","WY","Wyoming","56001","Albany","41.3095","-105.6097","33587.0","32382","704","polygon","True","America/Denver","82072 82070 82071","1840020096"
"Boulder Flats","Boulder Flats","WY","Wyoming","56013","Fremont","42.9156","-108.7993","","","9.9","polygon","False","America/Denver","82520","1840038425"
"Wright","Wright","WY","Wyoming","56005","Campbell","43.7484","-105.4963","1834","1834","248","polygon","True","America/Denver","82732","1840022344"
"Kemmerer","Kemmerer","WY","Wyoming","56023","Lincoln","41.7761","-110.5555","3261.0","2771","137","polygon","True","America/Denver","83101 83121 83116","1840018662"
"Deaver","Deaver","WY","Wyoming","56003","Big Horn","44.8890","-108.5960","186","186","70","polygon","True","America/Denver","82421","1840021240"
"Burlington","Burlington","WY","Wyoming","56003","Big Horn","44.4471","-108.4320","344","344","131","polygon","True","America/Denver","82411","1840021238"
"Cheyenne","Cheyenne","WY","Wyoming","56021","Laramie","41.1418","-104.7943","79217.0","64019","929","polygon","True","America/Denver","82009 82001 82007 82002 82003 82006 82008 82010","1840018713"
"Crowheart","Crowheart","WY","Wyoming","56013","Fremont","43.3398","-109.2298","","","7.5","polygon","False","America/Denver","82512","1840017432"
"Robertson","Robertson","WY","Wyoming","56041","Uinta","41.1816","-110.4274","","","10.0","polygon","False","America/Denver","82944","1840018714"
"Evansville","Evansville","WY","Wyoming","56025","Natrona","42.8681","-106.2525","2953","2953","331","polygon","True","America/Denver","82636","1840021290"
"Riverside","Riverside","WY","Wyoming","56007","Carbon","41.2154","-106.7813","55","55","78","polygon","True","America/Denver","82325","1840021312"
"Vista West","Vista West","WY","Wyoming","56025","Natrona","42.8620","-106.4362","","","254.7","polygon","False","America/Denver","82604","1840038444"
"Buffalo","Buffalo","WY","Wyoming","56019","Johnson","44.3426","-106.7138","4373.0","4590","396","polygon","True","America/Denver","82834","1840018615"
"Acme","Acme","WY","Wyoming","56033","Sheridan","44.9105","-106.9851","","","1.5","point","False","America/Denver","82801","1840038313"
"Alcova","Alcova","WY","Wyoming","56025","Natrona","42.5543","-106.7263","","","30.7","polygon","False","America/Denver","82620","1840017445"
"Hill View Heights","Hill View Heights","WY","Wyoming","56045","Weston","43.8159","-104.1517","","","120.2","polygon","False","America/Denver","82701","1840038430"
"Lost Springs","Lost Springs","WY","Wyoming","56009","Converse","42.7654","-104.9252","4","4","17","polygon","True","America/Denver","82229","1840021288"
"Purple Sage","Purple Sage","WY","Wyoming","56037","Sweetwater","41.5514","-109.3202","","","418.3","polygon","False","America/Denver","82901","1840038435"
"Merna","Merna","WY","Wyoming","56035","Sublette","42.9463","-110.3407","","","1.1","point","False","America/Denver","83115","1840038397"
"Casper Mountain","Casper Mountain","WY","Wyoming","56025","Natrona","42.7449","-106.3211","","","2.8","polygon","False","America/Denver","82601","1840038426"
"Alpine","Alpine","WY","Wyoming","56023","Lincoln","43.1608","-111.0182","865","865","477","polygon","True","America/Denver","83128","1840021292"
"La Barge","La Barge","WY","Wyoming","56023","Lincoln","42.2605","-110.1971","558","558","221","polygon","True","America/Denver","83123","1840021294"
"Casper","Casper","WY","Wyoming","56025","Natrona","42.8430","-106.3205","69224.0","59324","881","polygon","True","America/Denver","82604 82601 82609 82602 82605","1840038324"
"Eden","Eden","WY","Wyoming","56037","Sweetwater","42.0602","-109.4392","","","7.8","polygon","False","America/Denver","82932","1840017463"
"Albin","Albin","WY","Wyoming","56021","Laramie","41.4170","-104.1016","201","201","529","polygon","True","America/Denver","82050","1840021339"
"Huntley","Huntley","WY","Wyoming","56015","Goshen","41.9316","-104.1437","","","38.2","polygon","False","America/Denver","82240","1840017460"
"Milford","Milford","WY","Wyoming","56013","Fremont","42.8763","-108.7843","","","45.6","point","False","America/Denver","82520","1840038373"
"Point of Rocks","Point of Rocks","WY","Wyoming","56037","Sweetwater","41.6831","-108.7755","","","65.7","polygon","False","America/Denver","82942","1840038381"
"Bairoil","Bairoil","WY","Wyoming","56037","Sweetwater","42.2372","-107.5611","104","104","28","polygon","True","America/Denver","82322","1840020102"
"Clearmont","Clearmont","WY","Wyoming","56033","Sheridan","44.6399","-106.3816","149","149","362","polygon","True","America/Denver","82835","1840022345"
"Glenrock","Glenrock","WY","Wyoming","56009","Converse","42.8564","-105.8629","2595","2595","439","polygon","True","America/Denver","82637","1840021287"
"Thayne","Thayne","WY","Wyoming","56023","Lincoln","42.9192","-110.9968","367","367","101","polygon","True","America/Denver","83127","1840022365"
"Diamondville","Diamondville","WY","Wyoming","56023","Lincoln","41.7771","-110.5357","743","743","245","polygon","True","America/Denver","83116","1840021293"
"Jeffrey City","Jeffrey City","WY","Wyoming","56013","Fremont","42.4808","-107.8256","","","19.9","polygon","False","America/Denver","82520 82310","1840017437"
"Chugwater","Chugwater","WY","Wyoming","56031","Platte","41.7557","-104.8229","212","212","26","polygon","True","America/Denver","82210","1840022367"
"Westview Circle","Westview Circle","WY","Wyoming","56031","Platte","42.0606","-105.0715","","","8.2","polygon","False","America/Denver","82201","1840038438"
"Clark","Clark","WY","Wyoming","56029","Park","44.8994","-109.1510","","","5.2","point","False","America/Denver","82435","1840038367"
"Glendo","Glendo","WY","Wyoming","56031","Platte","42.5041","-105.0254","203","203","146","polygon","True","America/Denver","82213","1840021306"
"Dayton","Dayton","WY","Wyoming","56033","Sheridan","44.8733","-107.2625","822","822","593","polygon","True","America/Denver","82836","1840021244"
"Atlantic City","Atlantic City","WY","Wyoming","56013","Fremont","42.5012","-108.7330","","","22.5","polygon","False","America/Denver","82520","1840017434"
